Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
front:intro	e8ey				0	# १ कोरिन्‍थीको परिचय\n\n## भाग १: सामान्‍य परिचय\n\n### १ कोरिन्‍थीको पुस्‍तकको रूपरेखा\n\n१. मण्‍डलीको विभाजन (१:१०-४:२१)\n१. नीतिगत पाप र अनियमितता (५:१-१३)\n१. ख्रीष्‍टिएनहरूले अरू ख्रीष्‍टिएनहरूलाई अदालतमा लाने कुरा (६:१-२०)\n१. विवाह र यससम्‍बन्‍धी कुरा (७:१-४०)\n१. ख्रीष्‍टिएन स्‍वतन्‍त्रताको दुरूपयोग, मूर्तिलाई चढाएको खानेकुरा, मूर्तिपूजाबाट टढा हुनु, स्‍त्रीहरूले शिर ढाक्‍नु (८:१-१३, १०:१-११:१६)\n१. प्रेरितको भूमिकामा पावलको अधिकार (९:१-२७)\n१. प्रभु-भोज (११:१७-३४)\n१. पवित्र आत्‍माका वरदानहरू (१२:१-३१)\n१. प्रेम (१३:१-१३)\n१. पवित्र आत्‍माका वरदानहरू: अगमवाणी र भाषाहरू (१४:१-४०)\n१. विश्‍वासीहरूको पुनरुत्‍थान र ख्रीष्‍टको पुनरुत्‍थान (१५:१-५८)\n१. समापनः येरूशलेमका ख्रीष्‍टिएनहरूको योगदान, अनुरोध र व्यक्तिगत अभिवादनहरू (१६:१-२४)\n\n### कोरिन्‍थको पुस्‍तक कसले लेख्‍यो ?\n\nपावलले १ कोरिन्‍थी लेखे । पावल तार्सस सहरका मानिस थिए । उनको सुरुको जीवनमा उनी साउल भनेर चिनिएका थिए । ख्रीष्‍टिएन हुनुअगि पावल फरिसी थिए । उनले ख्रीष्‍टिएनहरूलाई सताए । उनी ख्रिस्चियन बनेपछि, मानिसहरूलाई येशूको बारेमा बताउँदै उनले धेरैचोटी रोमी साम्राज्‍यभरि यात्रा गरे ।\n\nकोरिन्‍थमा भेटघाट गर्ने मण्‍डलीको स्‍थापना पावल आफैँले गरेका थिए । उनले यो पत्र लेखेको समयमा उनी एफिसस सहरमा बसोबास गरिरहेका थिए ।\n\n### १ कोरिन्‍थीको पुस्‍तकले कुन विषयवस्‍तु समेटेको छ ?\n\n१ कोरिन्‍थीको पुस्‍तक कोरिन्‍थ सहरमा भएका विश्‍वासीहरूका लागि पावलले लेखेका पत्र हो । त्‍यहाँ भएका विश्‍वासीका बीचमा समस्‍याहरू उत्‍पन्‍न भएका थिए भनी पावलले सुनेका थिए । तिनीहरूले एक-आपसमा वादविवाद गरिरहेका थिए । कसैले कुनै-कुनै ख्रीष्‍टिएन शिक्षा बुझेका थिएनन् । अनि तिनीहरूमध्‍ये कसैले खराब व्‍यवहार गरेका थिए । यो पत्रमा, पवलले तिनीहरूका समस्‍याका समाधान दर्शाए र परमेश्‍वरलाई मनपर्दो जीवन बिताउन उत्‍साह दिए ।\n\n### यस पुस्‍तकको शीर्षक कसरी अनुवाद गर्न सकिन्‍छ ?\n\nअनुवादकहरूले यस पुस्‍तकलाई परम्‍परागत शीर्षक, “पहिलो कोरिन्‍थी” भन्‍न मन पराउँछन् । अन्‍यथा तिनीहरूले, “कोरिन्‍थमा भएको मण्‍डलीलाई पावलले लेखेका पहिलो पत्र”, भनेर अझ स्‍पष्‍ट हुने शीर्षक चयन गर्छन् । (हेर्नुहोस्ः [[rc://ne/ta/man/translate/translate-names]])\n\n## भाग २: महत्त्वपूर्ण धार्मिक तथा सांस्‍कृतिक धारणाहरू\n\n### कोरिन्‍थ सहर कस्‍तो थियो ?\n\nकोरिन्‍थचाहिँ प्राचीन ग्रीसमा अवस्‍थित एउटा प्रमुख सहर थियो । यो भूमध्‍यसागरको नजिक रहेको हुनाले धेरै जना यात्रु र व्‍यापारी समान किनबेच गर्न त्‍यहाँ त्‍यहाँ आउँथे । यसकारण, त्‍यो सहरमा धेरै र विभिन्‍न किसिमका संस्‍कृतिका मानिसहरू थिए । त्‍यो सहरका मानिसहरूले अनैतिक तरिकाले जीवन बिताउँछन् भनेर नाम कमाएको थियो । मानिसहरूले एफ्रोडाइट अर्थात् ग्रिकको प्रेमकी देवीको पूजा गर्थे । एफ्रोडाइटलाई आदर गर्ने उत्‍सवका रूपमा देवीका पूजा गर्नेहरूले त्‍यस मन्‍दिरका वेश्‍याहरूसित यौन सम्‍बन्‍ध राख्‍दथे ।\n\n### मूर्तिहरूलाई बलि चढाएको मासु खाँदा के समस्‍या हुन्‍थ्‍यो ?\n\nकोरिन्‍थमा भएका झुटा देवीदेवतालाई धेरै जनावर बलि चढाइन्‍थ्‍यो । पूजारीहरू र पूजा गर्नेहरूले मासुको केही भाग आफूसित राख्‍दथे । धेरै मासु बजारमा बेच्‍ने गरिन्‍थ्‍यो । त्‍यस्‍ता झुटा देवीदेवतालाई बलि चढाएका हुनाले त्‍यो मासु खानु ठीक हुन्‍छ कि हुँदैन भनेर धेरै जना ख्रीष्‍टिएनहरूले एक-आपसमा वादविवाद गरिरहेका थिए । पावलले यो समस्‍यको समाधान १ कोरिन्‍थीमा लेखेका छन् ।\n\n## भाग ३: अनुवादका महत्त्वपूर्ण पक्षहरू\n\n### “पवित्र” र “पवित्र हुने” विचारलाई युएलटि को १ कोरिन्‍थीमा कसरी अर्थ लगाइएको छ ?\n\nधेरै किसिमका विचारमध्‍ये कुनै एकलाई जनाउन धर्मशास्‍त्रमा यस्‍ता शब्‍दहरूका प्रयोग भएका छन् । यसकारण, अनुवादकहरूलाई आआफ्‍ना अनुवादमा यी शब्‍दका अर्थ राम्रोसित लेख्‍न कठिन भएको पाइएको छ । युएलटि को १ कोरिन्‍थीको अङ्ग्रेजी अनुवादमा भने तल दिइएका सिद्धान्‍तहरू स्‍थापित गर्न खोजिएको पाइन्‍छ:\n\n* कुनै बेला धर्मशास्‍त्रको खण्‍डमा नैतिक पवित्रता जनाएको छ । ख्रीष्‍टिएनहरूको मिलाप येशू ख्रीष्‍टसित भएको हुनाले परमेश्‍वरले तिनीहरूलाई पापरहित भएको विचार गर्नुहुन्‍छ । सुसमाचार बुझ्‍नका लागि यो तथ्‍य महत्त्वपूर्ण हुन्‍छ । अर्को सम्‍बन्‍धित तथ्‍यचाहिँ परमेश्‍वर सिद्ध र त्रुटीहीन हुनुहुन्‍छ भन्‍ने हो । तेस्रो तथ्‍यचाहिँ ख्रीष्‍टिएनहरूले जीवनमा स्‍वत:रूपमा दोषरहित र त्रुटीरहीन व्‍यवहार गर्नुपर्छ । यी सन्‍दर्भमा, यूएलटिले “पवित्र”, पवित्र परमेश्‍वर”, “पवित्रहरू”, वा पवित्र मानिसहरू”, भनेर प्रयोग गरेको छ । (हेर्नुहोस्ः १:२; ३:१७)\n* कुनै बेला धर्मशास्‍त्रको खण्‍डको अर्थले साधारण सन्‍दर्भको अर्थ दिन्‍छ । तिनमा कुनै विशेष भूमिका जोडिएको हुँदैन । यस्‍ता सन्‍दर्भहरूमा, यूएलटिले “विश्‍वासी”, र अविश्‍वासी” जस्‍ता शब्‍दहरू प्रयोग गर्छ । (हेर्नुहोस्ः ६:१, २; १४:३३; १६:१, १५)\n* कुनै बेला धर्मशास्‍त्रको खण्‍डको अर्थले कुनै व्यक्ति वा कुनै थोकलाई परमेश्‍वरको लागि मात्र भनेर अलग गर्ने कुरालाई जनाउँछ । यस्‍ता सन्‍दर्भहरूमा यूएलटिले, “अलग गरिएको”, “समर्पण गरिएको”, “सुरक्षित गरिएको”, वा “पवित्र पारिएको”, भनेर प्रयोग गरेको पाइन्‍छ । (हेर्नुहोस्ः १:२; ६:११; ७:१४,३४)\n\nअनुवादकहरूले यस्‍ता विचारलाई आआफ्‍ना अनुवादमा कसरी लेख्‍ने होला भनेर सोचिरहेका बेलामा यूएसटिले प्राय: सहायता पुर्‍याउँछ ।\n\n### “शरीर”, को अर्थ के हो ?\n\n“शरीर”, वा शरीरका”, भन्‍ने शब्‍दहरूलाई पावलले पापपूर्ण कुराहरू गर्ने ख्रीष्‍टिएनहरूलाई जनाउन प्रयोग गर्छन् । तापनि, यो भौतिक संसार भने खराब होइन । धर्मी जीवन बिताउने ख्रीष्‍टिएनहरूलाई जनाउन पावलले, “आत्‍मिक” भन्‍ने शब्‍द प्रयोग गर्छन् । पवित्र आत्‍माले तिनीहरूलाई जे गर्न सिकाउनुभयो, तिनीहरूले त्‍यही गरेका हुनाले यो यसो भनियो । (हेर्नुहोस्ः [[rc://ne/tw/dict/bible/kt/flesh]] अनि [[rc://ne/tw/dict/bible/kt/righteous]] अनि [[rc://ne/tw/dict/bible/kt/spirit]])\n\n### “ख्रीष्‍टमा”, “प्रभुमा”, आदि भनेर पावलले के भन्‍न खोजेका होलान् ?\n\n१ कोरिन्‍थी १:२, ३०, ३१; ३:१; ४:१०, १५, १७; ६:११, १९; ७:२२; ९:१, २; ११:११, २५; १२:३, ९, १३, १८, २५; १४:१६; १५:१८, १९, २२, ३१, ५८; १६:१९, २४ मा यसो भनिएको पाइन्‍छ । ख्रीष्‍ट तथा विश्‍वासीहरूसितको घनिष्‍ठ सम्‍बन्‍धका कुरा बुझाउनका लागि पावलले यी कुरा लेखे । साथसाथै, तिनले अरू अर्थ पनि जनाए । उदाहरणका लागि, हेर्नुहोस, “ख्रीष्‍ट येशूमा पवित्र जन हुनका लागि बोलाइएकाहरू”, (१:२), जहाँ ख्रीष्‍टिएन विश्‍वासीहरू ख्रीष्‍टमा समर्पित भएका कुरालाई पावलले विशेष रूपले अर्थ्‍याएका छन् ।\n\nयस किसिमका विचारहरूका बारेमा विस्‍तृत रूपमा जानकारी लिनका लागि रोमीको पुस्‍तकको परिचय हेर्नुहोस् ।\n\n### १ कोरिन्‍थीको पुस्‍तकमा भएका प्रमुख पक्षहरू के के हुन् ?\n\nतल दिइएका पदहरू भने, बाइबलको पुराना अनुवादहरूमा भन्‍दा आधुनिक अनुवादहरूमा फरक पाइन्‍छ । अनुवादकहरूले बाइबलका आधुनिक अनुवादहरू प्रयोग गरून् भन्‍ने हाम्रो सुझाव रहेको छ । तापनि, कुनै अनुवादकका क्षेत्रमा बाइबलका पुराना अनुवादहरू पढिन्‍छन् भने, अनुवादकहरूले तिनकै अनुसरण गर्न सक्‍छन् । यस्‍तो अवस्‍था भएमा शायद ती पद, १ कोरिन्‍थीको मौलिक अर्थ होइनन् कि भनी जनाउनका लागि तिनलाई ठूला कोष्‍ठकहरू ([]) भित्र राख्‍नुपर्छ ।\n\n* “त्‍यसकारण तिमीहरूको शरीरमा परमेश्‍वरलाई महिमा देओ” कुनै पुरानो अनुवादले, “तिमीहरूका शरीरले र आत्‍मामा परमेश्‍वरको महिमा गर, जुन परमेश्‍वरका हुन्” (६:२०)\n* “म आफैँं व्‍यवस्‍थाको अधीनमा नभए तापनि व्‍यवस्‍थाको अधीनमा भएको जस्‍तै बनें” (९:२०) । कुनै पुरानो अनुवादमा यो खण्‍ड पूरै छुट्न गएको छ ।\n* “विवेकको खातिर अर्थात् अर्को मानिसको विवेकको खातिर” कुनै पुरानो अनुवादले “विवेकको खातिर: किनकि पृथ्‍वी र त्‍यसमा भएका हरेक कुराः अर्को मानिसको विवेकसमेत, प्रभुकै हुन्” (१०:२८)\n* “अनि मेरो शरीरलाई जलाउन दिन्‍छु” (१३:३) । पहिलेका कुनै अनुवादमा यस्‍तो छ, “अनि म आफ्‍नो शरीर दिन्‍छु, ताकि म गर्व गर्न सकूँ”\n* “तर यदि कसैले यसको उपेक्षा गर्छ भने, उसको पनि उपेक्षा गरियोस्” (१४:३८) । पहिलेका कुनै अनुवादमा यस्‍तो छ, तर यस कुरामा कुनै व्यक्ति अज्ञान छ भने, ऊ अज्ञानी नै होस्”\n\n\n(हेर्नुहोस्ः [[rc://ne/ta/man/translate/translate-textvariants]])
1:intro	ud5y				0	# १ कोरिन्‍थी ०१ साधारण टिपोटहरू\n\n## संरचना र ढाँचा\n\nसुरुका तीन पदमा अभिवादन छन् । प्राचीन पूर्वमा, चिट्ठी लेख्‍न सुरु गर्ने यो एउटा समान्‍य तरिका थियो ।\n\nपढ्‍न सजिलो होस् भनेर कुनै अनुवादले कविताका हरफहरूलाई अरू हरफहरूभन्‍दा दायाँतिर सारेका हुन्छन् । युएलटिले पद १९ का शब्‍दहरूलाई यसो गर्दछ, जुन पुरानो करारबाट लिइएका हुन् ।\n\n## यो अध्‍यायका विशेष विचारहरू\n\n### विभाजन\n\nयो अध्‍यायमा, विभाजन भएको र भिन्‍नभिन्‍न प्रेरितको अनुसरण गरेका हुनाले पावलले मण्‍डलीलाई हप्‍काउँछन् । (हेनुहोस्ः [[rc://ne/tw/dict/bible/kt/apostle]])\n\n### आत्‍मिक वरदानहरू\n\nमण्‍डलीलाई सहायता पुर्‍याउनलाई आत्‍मिक वरदानहरू विशेष अलौकिक दक्षताहरू हुन् । येशूलाई विश्‍वास गरेर ख्रीष्‍टिएन भएपछि पवित्र आत्‍माले उनीहरूलाई यी वरदानहरू दिनुहुन्‍छ । अध्‍याय १२ मा पवलले आत्‍मिक वरदानहरूका सूचि बनाएका छन् । यी वरदानमध्‍ये कुनैचाहिँ पवित्र आत्‍माले विकसित हुँदै गरेको सुरुको मण्‍डलीलाई मात्र दिनुभयो भनी कोही विद्वानले विश्‍वास गर्छन् । पवित्र आत्‍माका सबै वरदान आज पनि सबै ख्रीष्‍टिएनका लागि इतिहासभरि नै उपलब्‍ध छन् भनी अरू विद्वानले विश्‍वास गर्छन् । (हेर्नुहोस्ः [[rc://ne/tw/dict/bible/kt/faith]])\n\n## यो अध्‍यायका महत्त्वपूर्ण आलङ्कारिका भाषा\n\n### लक्षणा/व्‍यन्‍जना अर्थात् इडियमहरू\n\nयो अध्‍यायमा, ख्रीष्‍ट पर्केर आउने कुरालाई पावलले दुईवटा भिन्‍नभिन्‍न वाक्‍यांशमा उल्‍लेख गर्छन्ः “हाम्रा प्रभु येशू ख्रीष्‍टको प्रकाश” र “हाम्रा प्रभु येशू ख्रीष्‍टको दिन” (हेर्नुहोस्ः [[rc://ne/ta/man/translate/figs-idiom]])\n\n### आलङ्कारिका प्रश्‍न\n\nगुट-उपगुटमा विभाजित भएका र मानवीय बुद्धिमा भर परेका हुनाले पावलले कोरिन्थीहरूलाई हप्‍काउनका लागि आलङ्कारिका प्रश्‍नको प्रयोग गर्छन् । (हेर्नुहोस्ः [[rc://ne/ta/man/translate/figs-rquestion]])\n\n## यो अध्‍यायका अनुवाद सम्‍बन्धी अन्‍य सम्‍भाव्‍य कठिनाइहरू\n\n### ठेस लाग्‍ने ढुङ्गा\nठेस लाग्‍ने ढङ्गोचाहि चट्टानको एउटा टुक्रा हो, जसमा मानिसहरू ठेस खान्‍छन् । परमेश्‍वरले आफ्‍नो मसिह अर्थात् अभिषिक्त जनलाई क्रूसमा टाँगिन दिनुहुन्‍छ भन्‍ने कुरा विश्‍वास गर्न यहूदीहरूलाई कठिन भयो । (हेर्नुहोस्ः [[rc://ne/ta/man/translate/figs-metaphor]])
1:1	e8j3			Παῦλος	1	तपाईंको भाषामा कुनै पत्रको लेखकको परिचय दिने कुनै खास तरिका हुन सक्छ । वैकल्पिक अनुवादः “म, पावल”
1:1	qp1n		rc://*/ta/man/translate/translate-names	Σωσθένης, ὁ ἀδελφὸς	1	यसले पावल र कोरिन्थीहरू दुवैले सोस्थेनेसलाई चिन्दथे भन्‍ने कुरालाई जनाउँछ । वैकल्पिक अनुवादः “तिमीहरू र मैले चिनेका भाइ सोस्थेनेस” (हेर्नुहोस्ः [[rc://ne/ta/man/translate/translate-names]] अनि [[rc://ne/ta/man/translate/figs-explicit]])
1:2	r9kg			τῇ ἐκκλησίᾳ τοῦ Θεοῦ & ἐν Κορίνθῳ	1	तपाईंको भाषामा जसका लागि कुनै पत्र लेखियो ती मानिसहरूहरूको परिचय दिने कुनै खास तरिका हुन सक्छ । वैकल्पिक अनुवादः “म पावलले तिमी कोरिन्थमा भएकाहरूलाई यो पत्र लेखेँ जसले परमेश्‍वरमा विश्‍वास गर्छन्”
1:2	e75p			ἡγιασμένοις ἐν Χριστῷ Ἰησοῦ	1	यहाँ “शुद्ध पारिएका”ले ती मानिसहरूहरूलाई जनाउँछ जसलाई परमेश्‍वरले उहाँलाई आदर गर्नलाई साँच्नुभएको छ । वैकल्पिक अनुवादः “तिनीहरूलाई जसलाई ख्रीष्‍ट येशूले परमेश्‍वरको लागि अलग राख्नुभएको छ” वा “तिनीहरूलाई जसलाई परमेश्‍वरले आफ्नै लागि अलग राख्नुभएको छ किनभने तिनीहरू ख्रीष्‍ट येशूका हुन्”
1:2	e8jw		rc://*/ta/man/translate/figs-activepassive	τῇ οὔσῃ & κλητοῖς ἁγίοις	1	यसलाई कर्तृ वाच्यमा अनुवाद गर्न सकिन्छ । वैकल्पिक अनुवादः “जसलाई परमेश्‍वरले पवित्र जनहरू हुनलाई बोलाउनुभयो” (हेर्नुहोस्ः [[rc://ne/ta/man/translate/figs-activepassive]])
1:2	l21m		rc://*/ta/man/translate/figs-metonymy	τοῖς ἐπικαλουμένοις τὸ ὄνομα τοῦ Κυρίου ἡμῶν, Ἰησοῦ Χριστοῦ	1	यहाँ “नाउँ” शब्‍द येशू ख्रीष्‍ट व्यक्तिका लागि लक्षणार्थ अर्थात् मेटनिम हो । वैकल्‍पिक अनुवादः “जसले प्रभु येशू ख्रीष्‍टमा पुकारा गर्छन्” (हेर्नुहोस्ः [[rc://ne/ta/man/translate/figs-metonymy]])
1:2	l9rq		rc://*/ta/man/translate/figs-inclusive	αὐτῶν καὶ ἡμῶν	1	“हाम्रा” शब्‍दले पावलका श्रोता/पाठकलाई समावेश गर्छ । येशू पावल र कोरिन्थीहरूको प्रभु हुनुहुन्छ र सारा मण्डलीहरूको उहि प्रभु हुनुहुन्छ । (हेर्नुहोस्ः [[rc://ne/ta/man/translate/figs-inclusive]])
1:3	gc2b			सामान्य जानकारीः	0	पावल र सोस्थेनेसले यो पत्र कोरिन्थमा भएको मण्डलीका ख्रीष्‍टिएनहरूलाई लेखे ।
